Ticker,Name,Sector,Industry,Large Growth,Large Value,Small Growth,Small Value,Market 3000,Midcap,Mid Growth,Mid Value,Top 200 stocks,10-20 Year Treasury Bond,1-3 Year Treasury Bond,20 Year Treasury Bond,3-7 Year Treasury Bond ,7-10 Year Treasury Bond ,Agency Bond ,500 Quality ,Global Water  , Senior Loan , Taxable Municipal Bond , Water Resources ,Clean Energy ,Emerging Markets Bond , MBS ,Brazil ,China ,NextGen Real Estate ,Merger Arbitrage ,China Internet ,Global Carbon,Cancer Immunotherapy ,China BioPharma ,Materials Select Sector,Inflation Expectations ,Natural Gas, VIX Mid-Term Futures ,Global Robotics and Automation  ,Sports Betting & iGaming ,Intl Large Company  ,Silver Trust,Corn ,Soybeans,Wheat ,Jets ,United States Natural Gas,Africa  ,Agribusiness , Environmental Services , Mortgage REIT Income , Semiconductor , Video Gaming and eSports , Emerging Markets Govt Bd Idx, Global ex-US Real Estate  Fd, Mega Cap 300 Value  ,Pharmaceuticals ,Semiconductor ,3D Printing ,Platinum,MLP,Dividend Dogs , Online Retail ,Cannabis ,ARK Innovation ,Dry Bulk Shipping ,Value and Momentum ,Communication Services,Consumer Discretionary,Consumer Staples,Work From Home ,Cyber Security ,Travel Tech ,Financials,Cloud Computing ,MicroCap  ,Industrials/Producer Drbls,North American Energy Infrastructure,Water ,South Korea ,Artificial Intelligence & Technology ,Health and Wellness ,Lithium & Battery Tech ,Uranium ,Health Care,Housing ,British Pound Strlng,Euro Trust,Japanese Yen Trust,Agriculture ,Precious Metals ,Healthcare Momentum ,BioTech & Genome ,Leisure & Entertainment ,Property & Casualty Insurance ,500 Quality , Solar ,Aluminum Strategy ,Nickel,Tin, Environmental Services , Uranium+Nuclear Energy ,Generative Artificial Intelligence ,Cybersecurity ,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Aerospace & Defense,Air Freight & Logistics,Automobile Components,Automobiles,Banks,Beverages,Biotechnology,Broadline Retail,Building Products,Capital Markets,Chemicals,Commercial Services & Supplies,Communications Equipment,Construction & Engineering,Construction Materials,Consumer Finance,Consumer Staples Distribution & Retail,Containers & Packaging,Distributors,Diversified Consumer Services,Diversified REITs,Diversified Telecommunication Services,Electric Utilities,Electrical Equipment,"Electronic Equipment, Instruments & Components",Energy Equipment & Services,Entertainment,Financial Services,Food Products,Gas Utilities,Ground Transportation,Health Care Equipment & Supplies,Health Care Providers & Services,Health Care REITs,Health Care Technology,Hotel & Resort REITs,"Hotels, Restaurants & Leisure",Household Durables,Household Products,Independent Power and Renewable Electricity Producers,Industrial Conglomerates,Industrial REITs,Insurance,Interactive Media & Services,IT Services,Leisure Products,Life Sciences Tools & Services,Machinery,Marine Transportation,Media,Metals & Mining,Mortgage Real Estate Investment Trusts (REITs),Multi-Utilities,Office REITs,"Oil, Gas & Consumable Fuels",Paper & Forest Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Professional Services,Real Estate Management & Development,Residential REITs,Retail REITs,Semiconductors & Semiconductor Equipment,Software,Specialized REITs,Specialty Retail,"Technology Hardware, Storage & Peripherals","Textiles, Apparel & Luxury Goods",Tobacco,Trading Companies & Distributors,Transportation Infrastructure,Water Utilities,Wireless Telecommunication Services,Market
CWST,Casella Waste Systems Inc,Industrials,Professional & Commercial Services,0.29,0.47,0.46,0.45,0.42,0.48,0.47,0.47,0.36,0.13,0.09,0.13,0.11,0.12,0.13,0.37,0.41,0.13,0.11,0.48,0.38,0.21,0.12,0.20,0.04,0.40,0.09,0.03,0.06,0.32,0.08,0.33,-0.13,-0.05,-0.23,0.37,0.31,0.37,0.15,-0.04,0.01,-0.01,0.30,-0.01,0.14,0.34,0.65,0.37,0.17,0.23,0.20,0.31,0.48,0.35,0.26,0.37,0.14,0.27,0.38,0.28,0.09,0.34,0.10,0.30,0.16,0.33,0.33,0.32,0.33,0.30,0.45,0.31,0.40,0.46,0.39,0.50,0.29,0.26,0.26,0.22,0.21,0.43,0.43,0.21,0.19,0.19,0.05,0.10,0.37,0.34,0.39,0.28,0.37,0.35,0.02,0.13,0.05,0.65,0.21,0.24,0.27,0.35,0.39,0.43,0.26,0.40,0.39,0.47,0.37,0.35,0.41,0.43,0.47,0.35,0.32,0.17,0.34,0.33,0.35,0.25,0.37,0.39,0.35,0.53,0.31,0.41,0.35,0.37,0.37,0.28,0.23,0.31,0.41,0.31,0.39,0.41,0.38,0.26,0.30,0.46,0.39,0.44,0.43,0.42,0.43,0.36,0.29,0.37,0.40,0.35,0.40,0.34,0.39,0.39,0.46,0.32,0.35,0.36,0.42,0.43,0.03,0.33,0.31,0.33,0.35,0.34,0.24,0.29,0.32,0.32,0.33,0.47,0.31,0.45,0.41,0.27,0.39,0.41,0.39,0.25,0.40,0.34,0.42,0.04,0.44,0.19,0.44
CWT,California Water Service Group,Utilities,Water & Related Utilities,0.18,0.58,0.53,0.62,0.39,0.56,0.43,0.59,0.28,0.37,0.34,0.35,0.39,0.39,0.38,0.25,0.69,0.34,0.36,0.60,0.48,0.46,0.41,0.44,0.22,0.63,0.30,0.17,0.03,0.42,-0.01,0.54,-0.15,0.02,-0.23,0.41,0.38,0.45,0.27,-0.02,0.00,0.02,0.40,0.02,0.27,0.50,0.54,0.53,0.08,0.19,0.46,0.51,0.50,0.49,0.32,0.43,0.30,0.32,0.56,0.38,0.02,0.42,-0.08,0.47,0.17,0.37,0.41,0.27,0.25,0.33,0.44,0.26,0.53,0.49,0.61,0.65,0.29,0.21,0.33,0.33,0.13,0.38,0.57,0.37,0.34,0.17,0.05,0.25,0.37,0.48,0.44,0.16,0.25,0.51,-0.07,0.17,0.10,0.54,0.24,0.20,0.21,0.48,0.49,0.56,0.30,0.53,0.46,0.52,0.40,0.54,0.57,0.70,0.51,0.46,0.45,0.27,0.50,0.50,0.43,0.41,0.46,0.51,0.51,0.49,0.38,0.44,0.34,0.46,0.50,0.47,0.20,0.43,0.55,0.48,0.62,0.47,0.47,0.24,0.44,0.48,0.51,0.69,0.41,0.43,0.49,0.49,0.42,0.40,0.45,0.47,0.44,0.51,0.44,0.56,0.45,0.40,0.40,0.44,0.44,0.49,0.18,0.45,0.50,0.47,0.65,0.49,0.31,0.43,0.39,0.40,0.39,0.45,0.50,0.54,0.58,0.29,0.37,0.56,0.47,0.23,0.46,0.32,0.45,0.05,0.79,0.31,0.54
CXM,Sprinklr Inc,Information Technology,Software & IT Services,0.31,0.28,0.37,0.27,0.34,0.35,0.40,0.31,0.31,0.17,0.11,0.17,0.16,0.17,0.11,0.30,0.29,0.07,0.16,0.31,0.26,0.25,0.18,0.17,0.14,0.27,0.07,0.14,-0.06,0.26,0.06,0.24,-0.05,-0.07,-0.22,0.36,0.39,0.25,0.14,-0.08,0.00,-0.06,0.16,-0.05,0.15,0.17,0.25,0.22,0.26,0.30,0.26,0.21,0.24,0.24,0.29,0.31,0.00,0.20,0.21,0.32,0.18,0.37,0.01,0.22,0.23,0.31,0.09,0.45,0.40,0.32,0.22,0.44,0.24,0.32,0.18,0.32,0.22,0.36,0.20,0.16,0.17,0.17,0.29,0.15,0.14,-0.16,-0.04,0.07,0.25,0.22,0.33,0.10,0.30,0.24,0.02,0.03,-0.03,0.25,0.18,0.27,0.27,0.31,0.30,0.22,0.15,0.22,0.26,0.32,0.39,0.26,0.26,0.17,0.26,0.17,0.30,0.15,0.14,0.22,0.22,0.29,0.30,0.30,0.23,0.31,0.23,0.30,0.25,0.25,0.13,0.20,0.26,0.24,0.22,0.23,0.13,0.29,0.33,0.14,0.28,0.33,0.21,0.16,0.23,0.28,0.30,0.13,0.23,0.20,0.30,0.27,0.17,0.16,0.23,0.26,0.25,0.31,0.40,0.26,0.26,0.31,0.15,0.28,0.25,0.22,0.12,0.19,0.15,0.19,0.15,0.18,0.24,0.33,0.31,0.20,0.23,0.28,0.43,0.27,0.27,0.29,0.23,0.09,0.31,0.11,0.23,0.17,0.31
CXT,Crane NXT Co,Information Technology,"Machinery, Tools, Heavy Vehicles, Trains & Ships",0.36,0.49,0.51,0.51,0.47,0.52,0.47,0.52,0.41,0.15,0.10,0.15,0.12,0.14,0.12,0.42,0.40,0.12,0.18,0.51,0.41,0.27,0.19,0.25,0.12,0.37,0.30,0.11,0.08,0.30,0.12,0.43,-0.15,0.02,-0.25,0.47,0.39,0.44,0.15,0.00,-0.02,-0.04,0.38,0.05,0.19,0.35,0.43,0.38,0.32,0.32,0.27,0.28,0.44,0.39,0.41,0.46,0.21,0.26,0.44,0.34,0.15,0.35,0.08,0.46,0.31,0.34,0.20,0.37,0.36,0.38,0.43,0.39,0.49,0.55,0.30,0.50,0.26,0.36,0.25,0.28,0.21,0.29,0.47,0.21,0.22,0.12,-0.05,0.05,0.34,0.35,0.43,0.20,0.42,0.36,0.06,0.11,-0.02,0.43,0.17,0.28,0.26,0.40,0.44,0.34,0.37,0.43,0.36,0.51,0.44,0.45,0.39,0.29,0.44,0.40,0.39,0.25,0.38,0.29,0.30,0.32,0.44,0.44,0.45,0.47,0.39,0.53,0.54,0.42,0.33,0.37,0.25,0.37,0.37,0.34,0.26,0.41,0.47,0.36,0.33,0.48,0.27,0.28,0.45,0.35,0.40,0.30,0.31,0.35,0.45,0.43,0.23,0.27,0.40,0.36,0.39,0.36,0.36,0.43,0.39,0.51,0.27,0.38,0.38,0.34,0.19,0.35,0.36,0.31,0.34,0.28,0.36,0.43,0.36,0.34,0.36,0.39,0.40,0.34,0.40,0.49,0.40,0.27,0.47,0.17,0.30,0.22,0.46
CXW,CoreCivic Inc,Industrials,Professional & Commercial Services,0.27,0.30,0.38,0.39,0.32,0.34,0.33,0.33,0.28,0.24,0.14,0.26,0.20,0.23,0.20,0.26,0.30,0.14,0.25,0.31,0.31,0.31,0.25,0.24,0.18,0.30,0.23,0.20,0.07,0.32,0.18,0.24,-0.13,0.04,-0.30,0.31,0.36,0.31,0.08,0.00,0.08,-0.07,0.18,0.03,0.12,0.24,0.28,0.32,0.21,0.26,0.30,0.27,0.25,0.31,0.30,0.31,0.14,0.23,0.23,0.32,0.11,0.34,-0.07,0.38,0.22,0.30,0.15,0.29,0.26,0.33,0.25,0.32,0.37,0.31,0.20,0.32,0.25,0.26,0.30,0.26,0.13,0.18,0.36,0.15,0.19,0.08,-0.01,0.05,0.31,0.33,0.33,0.12,0.26,0.30,-0.04,0.02,-0.08,0.28,0.18,0.20,0.22,0.38,0.38,0.31,0.24,0.35,0.31,0.37,0.37,0.30,0.34,0.25,0.31,0.20,0.32,0.25,0.31,0.28,0.29,0.32,0.36,0.33,0.32,0.42,0.28,0.30,0.30,0.35,0.25,0.27,0.13,0.32,0.30,0.37,0.21,0.31,0.36,0.21,0.34,0.40,0.26,0.24,0.28,0.27,0.33,0.20,0.34,0.28,0.39,0.34,0.26,0.26,0.26,0.35,0.32,0.33,0.34,0.36,0.32,0.36,0.18,0.34,0.25,0.32,0.16,0.27,0.24,0.21,0.16,0.27,0.27,0.37,0.38,0.30,0.28,0.31,0.36,0.28,0.34,0.28,0.36,0.22,0.33,0.07,0.27,0.26,0.38
CYH,Community Health Systems Inc,Health Care,Healthcare Providers & Services,0.24,0.46,0.50,0.53,0.39,0.49,0.45,0.49,0.31,0.18,0.10,0.19,0.14,0.16,0.11,0.30,0.39,0.16,0.22,0.39,0.52,0.24,0.20,0.31,0.23,0.38,0.23,0.25,0.04,0.40,0.15,0.37,-0.10,-0.11,-0.21,0.43,0.42,0.34,0.16,0.00,0.14,-0.01,0.28,-0.08,0.29,0.38,0.35,0.39,0.20,0.30,0.24,0.37,0.40,0.35,0.36,0.47,0.15,0.33,0.47,0.45,0.22,0.44,-0.01,0.40,0.25,0.30,0.22,0.42,0.41,0.43,0.41,0.39,0.52,0.45,0.35,0.41,0.29,0.30,0.38,0.33,0.11,0.22,0.48,0.21,0.23,0.12,-0.04,0.12,0.36,0.37,0.42,0.04,0.30,0.50,0.01,0.12,0.06,0.35,0.15,0.25,0.29,0.49,0.54,0.48,0.35,0.49,0.44,0.52,0.48,0.45,0.45,0.36,0.42,0.35,0.46,0.38,0.46,0.35,0.39,0.45,0.41,0.45,0.45,0.46,0.39,0.44,0.30,0.51,0.39,0.46,0.16,0.48,0.41,0.42,0.27,0.53,0.49,0.33,0.45,0.49,0.42,0.37,0.41,0.45,0.47,0.37,0.45,0.36,0.49,0.49,0.38,0.43,0.34,0.39,0.36,0.40,0.45,0.48,0.48,0.50,0.27,0.50,0.39,0.37,0.23,0.41,0.35,0.37,0.29,0.42,0.36,0.50,0.46,0.37,0.39,0.39,0.48,0.39,0.54,0.41,0.48,0.36,0.48,0.27,0.28,0.16,0.53
CYRX,Cryoport Inc,Health Care,Freight & Logistics Services,0.27,0.45,0.52,0.50,0.39,0.49,0.45,0.49,0.32,0.18,0.09,0.19,0.15,0.17,0.14,0.32,0.46,0.19,0.20,0.47,0.54,0.26,0.21,0.28,0.18,0.40,0.32,0.16,0.16,0.41,0.04,0.36,-0.05,0.03,-0.23,0.46,0.34,0.38,0.12,-0.21,-0.18,-0.08,0.40,0.05,0.25,0.41,0.46,0.38,0.26,0.29,0.25,0.38,0.38,0.43,0.40,0.43,0.13,0.22,0.44,0.35,0.16,0.40,0.02,0.36,0.27,0.34,0.19,0.34,0.26,0.43,0.35,0.32,0.45,0.46,0.34,0.49,0.22,0.31,0.32,0.34,0.21,0.28,0.43,0.15,0.18,0.11,-0.04,0.08,0.42,0.47,0.45,0.15,0.32,0.51,-0.01,0.19,-0.05,0.46,0.26,0.26,0.18,0.44,0.50,0.44,0.30,0.41,0.49,0.51,0.44,0.43,0.42,0.40,0.42,0.37,0.46,0.33,0.36,0.31,0.45,0.35,0.41,0.39,0.46,0.46,0.43,0.46,0.26,0.41,0.40,0.44,0.17,0.45,0.36,0.38,0.32,0.52,0.45,0.28,0.38,0.44,0.41,0.40,0.38,0.45,0.50,0.31,0.40,0.39,0.48,0.43,0.26,0.44,0.30,0.36,0.35,0.43,0.39,0.48,0.58,0.47,0.26,0.39,0.36,0.37,0.29,0.36,0.29,0.41,0.41,0.36,0.41,0.44,0.40,0.38,0.37,0.40,0.39,0.42,0.49,0.40,0.45,0.30,0.47,0.15,0.33,0.27,0.51
CYTK,Cytokinetics Inc,Health Care,Biotechnology & Medical Research,0.11,0.20,0.25,0.21,0.17,0.21,0.19,0.21,0.14,0.18,0.10,0.17,0.14,0.16,0.13,0.11,0.18,0.20,0.12,0.19,0.20,0.14,0.18,0.16,0.11,0.21,0.16,0.11,0.14,0.24,0.11,0.15,-0.14,0.09,-0.19,0.17,0.18,0.21,0.08,-0.09,-0.04,-0.10,0.13,0.08,0.08,0.20,0.18,0.09,0.07,0.14,0.15,0.23,0.16,0.32,0.13,0.19,0.13,0.10,0.16,0.18,0.04,0.19,0.00,0.18,0.12,0.16,0.16,0.15,0.10,0.19,0.17,0.14,0.17,0.17,0.16,0.17,0.09,0.14,0.19,0.12,0.05,0.20,0.18,0.19,0.21,0.10,-0.02,0.08,0.26,0.29,0.20,0.05,0.11,0.18,0.10,0.06,0.03,0.18,0.09,0.10,0.04,0.22,0.23,0.22,0.12,0.18,0.30,0.20,0.20,0.20,0.19,0.17,0.21,0.11,0.18,0.18,0.13,0.19,0.31,0.20,0.15,0.23,0.16,0.22,0.20,0.19,0.16,0.22,0.15,0.15,0.17,0.22,0.15,0.18,0.15,0.21,0.18,0.10,0.17,0.22,0.21,0.15,0.17,0.23,0.25,0.10,0.14,0.15,0.23,0.20,0.15,0.19,0.16,0.20,0.16,0.19,0.20,0.20,0.24,0.15,0.07,0.22,0.20,0.21,0.12,0.13,0.12,0.13,0.18,0.17,0.30,0.20,0.24,0.16,0.14,0.13,0.21,0.17,0.20,0.15,0.17,0.15,0.17,0.04,0.13,0.14,0.25
CZFS,Citizens Financial Services Inc,Financials,Banking Services,0.10,0.42,0.42,0.55,0.27,0.42,0.31,0.46,0.18,0.24,0.24,0.24,0.25,0.24,0.22,0.14,0.40,0.18,0.26,0.39,0.43,0.32,0.26,0.32,0.12,0.37,0.17,0.12,0.02,0.35,0.09,0.35,-0.11,-0.10,-0.13,0.36,0.31,0.32,0.24,-0.04,-0.04,-0.02,0.43,-0.09,0.17,0.41,0.38,0.47,0.06,0.19,0.33,0.36,0.37,0.37,0.24,0.37,0.25,0.26,0.48,0.29,0.10,0.34,0.01,0.43,0.15,0.19,0.23,0.26,0.22,0.36,0.44,0.20,0.56,0.42,0.37,0.42,0.17,0.19,0.18,0.24,0.09,0.13,0.46,0.13,0.22,0.19,0.04,0.23,0.28,0.36,0.41,0.19,0.14,0.38,0.05,0.23,0.07,0.38,0.13,0.17,0.20,0.47,0.46,0.43,0.27,0.60,0.41,0.47,0.37,0.46,0.45,0.44,0.41,0.37,0.44,0.28,0.63,0.33,0.40,0.34,0.38,0.49,0.48,0.43,0.38,0.31,0.26,0.47,0.38,0.46,0.12,0.36,0.43,0.44,0.38,0.40,0.40,0.24,0.40,0.44,0.39,0.42,0.40,0.33,0.39,0.28,0.36,0.37,0.42,0.43,0.27,0.43,0.40,0.36,0.45,0.39,0.37,0.43,0.39,0.48,0.17,0.49,0.40,0.47,0.34,0.46,0.27,0.37,0.41,0.38,0.37,0.43,0.43,0.39,0.42,0.25,0.36,0.39,0.46,0.29,0.43,0.29,0.44,0.12,0.39,0.23,0.50
CZNC,Citizens & Northern Corp,Financials,Banking Services,0.17,0.42,0.44,0.53,0.31,0.40,0.29,0.45,0.23,0.25,0.18,0.25,0.22,0.23,0.18,0.21,0.43,0.23,0.30,0.40,0.43,0.28,0.27,0.30,0.08,0.37,0.23,0.09,0.07,0.32,0.05,0.38,-0.10,-0.10,-0.08,0.35,0.32,0.36,0.15,0.01,-0.05,0.05,0.35,-0.10,0.22,0.46,0.40,0.43,0.14,0.21,0.29,0.37,0.37,0.32,0.27,0.37,0.13,0.31,0.45,0.28,0.13,0.33,-0.07,0.36,0.18,0.25,0.19,0.25,0.20,0.31,0.44,0.22,0.56,0.42,0.37,0.41,0.25,0.19,0.15,0.23,0.18,0.16,0.43,0.18,0.19,0.16,0.05,0.11,0.29,0.29,0.36,0.23,0.21,0.41,0.09,0.08,0.01,0.40,0.22,0.24,0.18,0.42,0.41,0.38,0.30,0.56,0.35,0.47,0.37,0.42,0.44,0.43,0.34,0.35,0.42,0.18,0.58,0.29,0.33,0.28,0.45,0.49,0.47,0.45,0.38,0.39,0.35,0.36,0.38,0.46,0.14,0.36,0.41,0.47,0.37,0.43,0.42,0.27,0.35,0.46,0.34,0.43,0.35,0.26,0.39,0.37,0.33,0.39,0.39,0.35,0.23,0.39,0.38,0.32,0.42,0.31,0.34,0.47,0.33,0.49,0.25,0.42,0.33,0.41,0.33,0.44,0.30,0.34,0.30,0.27,0.34,0.40,0.41,0.36,0.38,0.28,0.36,0.38,0.40,0.31,0.38,0.39,0.45,0.14,0.43,0.26,0.47
CZR,Caesars Entertainment Inc,Consumer Discretionary,Hotels & Entertainment Services,0.44,0.67,0.68,0.72,0.61,0.72,0.67,0.72,0.52,0.33,0.29,0.33,0.34,0.35,0.30,0.48,0.62,0.32,0.37,0.62,0.61,0.48,0.38,0.43,0.35,0.61,0.34,0.33,0.06,0.50,0.12,0.60,-0.16,-0.02,-0.44,0.66,0.77,0.56,0.30,0.00,0.04,0.02,0.58,-0.01,0.41,0.61,0.54,0.62,0.38,0.50,0.49,0.59,0.58,0.54,0.59,0.65,0.26,0.27,0.67,0.63,0.25,0.62,0.02,0.55,0.47,0.57,0.30,0.58,0.44,0.67,0.54,0.58,0.66,0.68,0.46,0.64,0.42,0.52,0.54,0.53,0.14,0.39,0.70,0.39,0.38,0.21,0.06,0.26,0.46,0.56,0.74,0.08,0.48,0.60,0.08,0.16,-0.01,0.54,0.22,0.29,0.26,0.66,0.71,0.55,0.40,0.63,0.57,0.66,0.63,0.63,0.64,0.45,0.53,0.51,0.63,0.42,0.56,0.47,0.50,0.56,0.60,0.62,0.64,0.60,0.59,0.56,0.53,0.64,0.50,0.60,0.27,0.57,0.57,0.56,0.35,0.58,0.62,0.40,0.56,0.66,0.48,0.42,0.63,0.58,0.60,0.41,0.52,0.55,0.78,0.63,0.36,0.51,0.49,0.59,0.45,0.59,0.62,0.64,0.61,0.64,0.33,0.66,0.54,0.58,0.34,0.62,0.38,0.49,0.50,0.47,0.51,0.58,0.64,0.51,0.56,0.54,0.59,0.57,0.65,0.52,0.64,0.27,0.60,0.29,0.44,0.39,0.69
D,Dominion Energy Inc,Utilities,Electric Utilities & IPPs,0.08,0.48,0.30,0.40,0.28,0.41,0.26,0.46,0.20,0.30,0.23,0.31,0.26,0.29,0.24,0.16,0.47,0.21,0.30,0.38,0.34,0.38,0.31,0.40,0.22,0.47,0.14,0.19,0.03,0.31,0.11,0.43,-0.12,0.02,-0.23,0.25,0.27,0.32,0.29,-0.03,-0.02,-0.02,0.30,0.02,0.21,0.43,0.39,0.38,-0.05,0.10,0.38,0.39,0.45,0.36,0.09,0.31,0.19,0.25,0.56,0.27,0.17,0.27,0.02,0.21,0.12,0.19,0.43,0.13,0.10,0.27,0.40,0.11,0.36,0.34,0.60,0.41,0.30,0.09,0.31,0.29,-0.01,0.32,0.40,0.25,0.23,0.12,0.04,0.22,0.19,0.29,0.27,0.12,0.16,0.34,-0.03,0.15,0.20,0.39,0.14,0.02,0.05,0.35,0.36,0.49,0.21,0.39,0.32,0.34,0.23,0.40,0.45,0.66,0.31,0.29,0.31,0.18,0.37,0.47,0.29,0.32,0.26,0.38,0.41,0.34,0.27,0.24,0.24,0.30,0.48,0.40,0.19,0.31,0.44,0.40,0.69,0.32,0.28,0.16,0.29,0.33,0.45,0.53,0.26,0.29,0.31,0.35,0.26,0.30,0.34,0.28,0.32,0.47,0.39,0.36,0.32,0.32,0.27,0.36,0.36,0.33,0.12,0.32,0.36,0.35,0.75,0.43,0.22,0.33,0.29,0.31,0.32,0.30,0.38,0.46,0.41,0.09,0.23,0.45,0.35,0.03,0.37,0.34,0.23,0.14,0.45,0.16,0.38
DAKT,Daktronics Inc,Information Technology,Electronic Equipment & Parts,0.24,0.29,0.29,0.30,0.30,0.31,0.28,0.30,0.27,0.04,0.10,0.04,0.10,0.08,0.10,0.28,0.29,0.18,0.08,0.29,0.26,0.18,0.12,0.14,0.21,0.20,0.25,0.19,0.11,0.18,0.03,0.32,0.11,-0.01,-0.22,0.28,0.31,0.31,0.17,-0.27,-0.15,-0.25,0.17,-0.01,0.14,0.27,0.30,0.21,0.21,0.23,0.19,0.24,0.26,0.17,0.28,0.25,0.13,0.17,0.25,0.23,0.08,0.19,0.07,0.30,0.24,0.28,0.19,0.22,0.17,0.25,0.24,0.24,0.33,0.32,0.26,0.30,0.26,0.28,0.26,0.24,0.08,0.11,0.26,0.18,0.23,0.14,-0.12,0.12,0.13,0.19,0.30,0.14,0.28,0.25,0.02,0.07,0.04,0.30,0.15,0.13,0.12,0.29,0.31,0.26,0.25,0.24,0.20,0.30,0.29,0.31,0.24,0.25,0.23,0.23,0.29,0.12,0.19,0.22,0.16,0.25,0.29,0.23,0.30,0.33,0.27,0.35,0.26,0.19,0.22,0.25,0.20,0.26,0.21,0.25,0.21,0.27,0.33,0.24,0.20,0.31,0.22,0.23,0.24,0.22,0.24,0.16,0.21,0.22,0.34,0.25,0.17,0.21,0.15,0.21,0.25,0.28,0.22,0.30,0.25,0.30,0.16,0.30,0.27,0.21,0.21,0.18,0.25,0.28,0.12,0.21,0.17,0.21,0.29,0.17,0.20,0.31,0.24,0.23,0.28,0.23,0.27,0.23,0.32,0.08,0.25,0.12,0.29
DAL,Delta Air Lines Inc,Industrials,Passenger Transportation Services,0.39,0.53,0.52,0.52,0.49,0.58,0.54,0.58,0.43,0.22,0.13,0.23,0.18,0.20,0.15,0.42,0.50,0.25,0.23,0.51,0.51,0.37,0.27,0.30,0.29,0.43,0.27,0.30,0.08,0.45,0.13,0.49,-0.19,-0.03,-0.40,0.53,0.50,0.43,0.11,0.03,0.01,0.08,0.86,-0.01,0.28,0.50,0.44,0.46,0.35,0.44,0.38,0.50,0.46,0.44,0.47,0.50,0.25,0.14,0.50,0.50,0.10,0.50,0.02,0.36,0.35,0.49,0.28,0.41,0.33,0.59,0.51,0.40,0.42,0.56,0.26,0.52,0.29,0.42,0.37,0.45,0.11,0.33,0.53,0.30,0.28,0.13,0.06,0.10,0.44,0.43,0.64,0.09,0.42,0.47,0.06,0.14,0.04,0.44,0.20,0.27,0.19,0.52,0.56,0.43,0.14,0.48,0.49,0.54,0.51,0.42,0.47,0.36,0.42,0.45,0.52,0.34,0.43,0.34,0.46,0.48,0.50,0.51,0.50,0.47,0.47,0.44,0.49,0.48,0.34,0.38,0.25,0.44,0.42,0.38,0.29,0.50,0.51,0.10,0.48,0.51,0.36,0.32,0.51,0.46,0.46,0.29,0.38,0.48,0.59,0.49,0.28,0.43,0.42,0.41,0.33,0.51,0.45,0.42,0.45,0.48,0.21,0.49,0.32,0.44,0.25,0.43,0.15,0.31,0.65,0.43,0.45,0.41,0.45,0.37,0.43,0.45,0.47,0.40,0.51,0.44,0.50,0.28,0.46,0.28,0.29,0.27,0.54
DAN,Dana Inc,Consumer Discretionary,Automobiles & Auto Parts,0.37,0.63,0.69,0.72,0.55,0.69,0.61,0.70,0.44,0.33,0.21,0.34,0.29,0.32,0.26,0.45,0.60,0.31,0.39,0.60,0.66,0.44,0.36,0.38,0.38,0.58,0.41,0.40,0.10,0.49,0.17,0.60,-0.19,-0.09,-0.28,0.63,0.58,0.52,0.25,-0.03,0.06,0.01,0.59,-0.06,0.32,0.58,0.53,0.59,0.40,0.50,0.43,0.58,0.53,0.56,0.59,0.64,0.25,0.36,0.63,0.55,0.24,0.55,0.05,0.57,0.36,0.48,0.26,0.50,0.39,0.58,0.51,0.50,0.65,0.67,0.42,0.62,0.37,0.46,0.46,0.54,0.17,0.32,0.67,0.32,0.34,0.20,0.07,0.22,0.44,0.50,0.64,0.07,0.45,0.61,0.08,0.19,0.08,0.53,0.24,0.35,0.30,0.61,0.72,0.56,0.41,0.64,0.54,0.68,0.63,0.63,0.64,0.47,0.50,0.53,0.76,0.44,0.59,0.42,0.47,0.60,0.60,0.61,0.70,0.60,0.62,0.59,0.47,0.60,0.50,0.56,0.34,0.58,0.58,0.50,0.36,0.66,0.66,0.41,0.53,0.65,0.50,0.45,0.59,0.55,0.58,0.45,0.50,0.56,0.69,0.64,0.33,0.53,0.53,0.52,0.46,0.59,0.56,0.61,0.59,0.67,0.36,0.58,0.53,0.59,0.35,0.60,0.39,0.48,0.54,0.47,0.48,0.56,0.64,0.52,0.54,0.58,0.56,0.58,0.69,0.56,0.63,0.40,0.63,0.31,0.42,0.32,0.68
